id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Positive_207,1.329,2.99,2.658,3.322,4.319,6.977,6.312,3.322,6.645,6.977,1.172,2.638,2.345,2.931,3.81,4.103,0.272,0.219,0.252,0.306,0.252,0.837,0.063,0.362,0.229,0.419,0.309,0.272,0.219,0.419,0.2,0.217,0.27,0.273,0.21,0.01,0.11,0.203,0.17,0.173,0.997,1.661,1.329,0.664,99.336,2.326,0.997,0.664,98.339,0.332,3.987,68.106,99.336,0.997,0.664,0.997,2.326,0.664,99.336,0.997,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33,0.33,0.0,0.67,0.33,0.0,0.67,0.0,0.33,0.0,0.33,0.0,0.67,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.33,1.57,0.698,1.57,1.395,2.267,3.663,3.314,1.744,3.489,4.778,4.833,5.072,1
Positive_971,2.95,7.375,0.59,7.08,5.015,6.195,5.015,5.31,6.785,6.785,2.909,7.273,0.582,6.982,4.946,3.782,0.271,0.357,0.233,0.268,0.263,0.714,0.145,0.277,0.366,0.357,0.372,0.271,0.357,0.324,0.254,0.302,0.195,0.225,0.228,0.033,0.175,0.281,0.222,0.234,0.59,0.885,0.59,1.475,99.115,0.885,3.245,2.36,98.23,0.295,2.95,76.401,97.345,0.59,1.475,0.59,0.885,1.475,99.115,0.59,0.3,0.3,0.89,0.0,0.0,0.0,0.3,1.18,0.0,0.59,0.3,0.0,1.48,1.48,0.0,0.3,0.0,0.3,0.3,0.59,0.59,0.0,0.0,0.3,0.0,0.59,0.0,0.3,3.805,1.409,3.524,0.282,2.396,2.96,2.396,2.537,3.242,5.15,5.048,5.384,1
Negative_68,0.0,3.226,1.613,4.032,0.0,0.806,1.613,17.742,13.71,7.258,0.0,2.761,1.38,3.451,0.0,2.761,0.113,0.161,0.403,0.21,0.435,0.895,0.073,0.597,0.169,0.645,0.242,0.113,0.161,0.637,0.122,0.114,0.398,0.106,0.333,0.0,0.13,0.057,0.057,0.041,4.032,2.419,2.419,3.226,96.774,0.806,4.032,22.581,84.677,0.806,3.226,46.774,96.774,4.839,1.613,4.032,2.419,3.226,96.774,0.806,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,3.25,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.81,1.63,1.63,1.63,0.0,2.44,0.0,0.0,1.455,0.0,1.94,0.97,0.0,0.485,0.97,10.672,8.246,3.865,4.066,3.901,0
Positive_575,1.015,4.822,1.269,8.629,4.569,3.046,3.046,4.315,5.33,7.107,1.008,4.788,1.26,8.569,4.537,4.033,0.251,0.31,0.223,0.264,0.241,0.739,0.135,0.32,0.332,0.381,0.368,0.251,0.31,0.383,0.232,0.298,0.201,0.216,0.232,0.048,0.204,0.237,0.209,0.196,0.761,1.015,1.269,0.508,100.0,0.761,2.284,0.508,91.878,0.254,6.853,72.589,100.0,0.761,0.508,0.761,1.015,0.508,100.0,0.761,0.25,0.25,0.0,0.0,0.25,0.25,0.51,1.02,0.51,0.25,0.0,0.25,0.51,0.0,0.0,0.0,0.0,0.0,0.51,0.25,0.25,0.0,0.51,0.76,0.0,0.0,0.25,0.51,4.519,0.476,2.259,0.595,2.14,1.427,1.427,2.022,2.497,5.284,5.589,5.179,1
Positive_1155,5.33,5.62,2.175,8.303,5.511,6.091,4.496,3.59,6.635,6.962,3.899,4.111,1.591,6.074,4.031,1.857,0.247,0.355,0.227,0.272,0.264,0.744,0.139,0.256,0.381,0.334,0.42,0.247,0.355,0.307,0.238,0.28,0.185,0.236,0.233,0.038,0.197,0.263,0.211,0.227,0.073,0.326,0.29,0.109,99.927,0.29,0.073,0.145,99.347,0.036,0.109,73.096,99.094,0.073,0.109,0.073,0.326,0.109,99.927,0.073,0.22,0.15,0.36,0.36,0.15,0.11,0.58,0.33,0.25,0.22,0.44,0.36,0.25,0.29,0.76,0.25,0.22,0.11,0.33,0.22,0.18,0.29,0.18,0.33,0.07,0.25,0.22,0.51,2.87,2.74,2.889,1.118,2.833,3.131,2.311,1.845,3.411,4.714,4.999,4.978,1
Positive_1096,3.044,4.566,1.826,8.067,5.784,5.784,3.044,5.175,6.393,7.915,2.993,4.49,1.795,7.932,5.687,2.545,0.233,0.3,0.239,0.272,0.259,0.755,0.126,0.323,0.33,0.387,0.381,0.233,0.3,0.379,0.213,0.293,0.203,0.261,0.248,0.03,0.207,0.25,0.171,0.209,0.761,0.304,0.913,0.457,99.848,0.609,0.304,0.457,98.935,0.152,1.674,74.429,99.848,0.304,0.457,0.304,0.913,0.457,99.848,0.304,0.46,0.61,0.46,0.0,0.15,0.0,0.15,0.61,0.15,1.52,0.61,0.3,0.3,0.15,0.3,0.3,0.15,0.15,0.0,0.3,0.15,0.0,0.0,0.61,0.15,0.61,0.46,0.3,3.046,1.523,2.285,0.914,2.894,2.894,1.523,2.59,3.199,5.229,5.277,5.347,1
Negative_1278,1.952,2.603,2.603,3.254,2.82,2.82,6.725,3.037,7.375,8.677,1.041,1.388,1.388,1.735,1.504,2.198,0.289,0.191,0.26,0.328,0.217,0.859,0.059,0.297,0.23,0.349,0.362,0.289,0.191,0.377,0.222,0.2,0.307,0.248,0.211,0.009,0.096,0.207,0.191,0.157,0.434,1.518,0.434,1.302,99.349,0.651,1.085,1.302,99.349,0.217,1.735,83.297,95.662,0.434,1.302,0.434,1.518,1.302,99.349,0.434,0.0,0.22,0.0,0.0,0.65,0.22,0.0,0.0,0.0,0.0,0.0,0.65,0.87,0.22,0.0,0.0,0.0,0.43,0.0,0.0,0.22,0.0,0.22,0.43,0.22,0.22,0.0,0.65,2.813,1.012,1.35,1.35,1.463,1.463,3.488,1.575,3.825,4.873,4.901,4.707,0
Negative_1266,0.789,2.5,3.158,4.474,2.632,1.579,3.289,8.684,6.974,6.974,0.574,1.82,2.299,3.257,1.916,1.341,0.222,0.205,0.276,0.247,0.263,0.853,0.07,0.353,0.254,0.409,0.368,0.222,0.205,0.42,0.231,0.202,0.306,0.229,0.269,0.009,0.117,0.192,0.175,0.142,0.658,0.263,0.263,0.526,99.605,0.263,1.053,0.526,98.947,0.132,1.974,73.026,99.605,0.658,0.526,0.658,0.263,0.526,99.605,0.658,0.92,0.53,0.13,0.13,0.53,0.13,0.0,0.13,0.0,0.0,0.0,0.53,1.58,0.0,0.0,0.13,0.0,0.26,0.0,0.53,0.4,0.66,0.66,0.79,0.4,0.4,0.13,0.26,3.249,0.415,1.314,1.659,1.383,0.83,1.728,4.563,3.664,4.755,4.789,4.65,0
Negative_107,4.255,3.723,3.191,7.447,4.787,4.255,5.319,6.383,6.383,3.191,3.069,2.685,2.301,5.371,3.453,2.685,0.255,0.282,0.293,0.282,0.277,0.803,0.112,0.324,0.314,0.394,0.351,0.255,0.282,0.394,0.246,0.219,0.251,0.246,0.23,0.021,0.182,0.241,0.203,0.187,3.723,2.128,1.064,2.128,100.0,1.064,7.447,19.681,94.681,0.532,13.298,72.34,97.872,3.723,1.596,3.723,2.128,2.128,100.0,1.596,1.07,0.53,0.0,0.0,0.53,0.0,0.0,0.53,0.0,0.0,0.0,0.53,0.0,0.53,1.07,0.0,0.0,0.53,0.0,0.0,1.07,0.53,0.53,0.0,1.07,0.53,0.0,1.07,2.245,2.245,1.965,1.684,2.526,2.245,2.807,3.368,3.368,4.496,4.441,5.477,0
Positive_746,4.8,5.067,1.333,10.133,4.533,8.8,5.867,4.533,4.533,5.6,4.246,4.482,1.179,8.963,4.01,4.482,0.283,0.344,0.211,0.264,0.269,0.72,0.152,0.267,0.365,0.331,0.387,0.283,0.344,0.339,0.257,0.332,0.198,0.254,0.23,0.048,0.209,0.289,0.211,0.241,2.133,1.067,1.067,0.533,99.2,1.067,2.133,0.533,99.2,0.267,2.933,84.533,98.4,2.133,0.533,2.133,1.067,0.533,99.2,2.133,0.0,0.27,0.0,0.0,0.0,0.0,0.53,0.0,0.8,0.53,0.27,0.0,0.27,0.53,1.34,0.27,0.27,0.27,0.8,0.8,0.27,0.0,0.0,0.0,0.0,0.27,0.8,0.27,1.965,2.358,2.489,0.655,2.227,4.323,2.882,2.227,2.227,5.288,5.46,5.141,1
Negative_1009,3.704,0.0,3.704,1.235,8.642,3.704,7.407,8.642,2.469,9.877,1.158,0.0,1.158,0.386,2.701,1.543,0.296,0.123,0.272,0.457,0.222,0.938,0.012,0.272,0.148,0.309,0.395,0.296,0.123,0.346,0.25,0.1,0.35,0.275,0.163,0.0,0.025,0.113,0.2,0.062,2.469,7.407,2.469,37.037,95.062,3.704,6.173,37.037,95.062,1.235,87.654,87.654,87.654,2.469,4.938,2.469,7.407,37.037,95.062,2.469,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704,2.112,0.0,2.112,4.929,2.112,4.224,4.929,1.408,4.078,4.192,4.428,0
Negative_51,7.246,2.899,4.348,2.899,4.348,0.0,5.797,4.348,10.145,4.348,4.19,1.676,2.514,1.676,2.514,2.514,0.246,0.203,0.377,0.319,0.275,0.928,0.058,0.29,0.232,0.362,0.391,0.246,0.203,0.362,0.206,0.176,0.279,0.265,0.206,0.0,0.088,0.235,0.206,0.206,2.899,4.348,5.797,2.899,88.406,5.797,2.899,88.406,88.406,1.449,2.899,11.594,24.638,7.246,2.899,2.899,4.348,2.899,88.406,7.246,0.0,0.0,0.0,0.0,1.47,1.47,1.47,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,1.47,0.0,1.47,1.47,0.0,0.896,4.482,1.793,2.69,2.69,0.0,3.586,2.69,6.275,4.228,3.665,3.81,0
Positive_960,4.747,4.596,1.97,7.273,7.879,6.061,7.121,3.99,7.071,6.515,2.193,2.123,0.91,3.359,3.639,1.353,0.271,0.303,0.233,0.325,0.264,0.772,0.119,0.275,0.316,0.341,0.388,0.271,0.303,0.318,0.236,0.263,0.211,0.246,0.207,0.02,0.174,0.225,0.205,0.204,0.101,0.253,0.101,0.202,99.949,0.707,0.404,0.202,99.949,0.051,0.606,74.646,99.848,0.101,0.202,0.101,0.253,0.202,99.949,0.101,0.05,0.15,0.51,0.15,0.3,0.05,0.35,0.45,0.25,0.45,0.4,0.1,0.4,0.1,0.45,0.3,0.25,0.45,0.45,0.1,0.15,0.45,0.25,0.3,0.0,0.2,0.45,0.15,2.529,2.477,2.398,1.028,4.111,3.162,3.715,2.082,3.689,4.878,5.014,4.761,1
Negative_877,2.545,4.042,2.246,7.934,1.796,1.946,4.341,6.437,6.138,5.389,2.515,3.994,2.219,7.84,1.775,2.663,0.226,0.293,0.235,0.217,0.263,0.778,0.12,0.374,0.313,0.437,0.337,0.226,0.293,0.421,0.193,0.307,0.205,0.207,0.256,0.016,0.208,0.231,0.157,0.193,0.299,0.449,0.299,0.749,99.102,0.449,1.347,0.749,98.054,0.15,5.838,79.94,99.102,0.299,0.749,0.299,0.449,0.749,99.102,0.299,0.9,0.3,0.15,0.15,0.0,0.3,0.3,0.3,0.15,0.15,0.0,0.3,0.6,0.15,0.0,0.0,0.0,0.3,0.15,0.75,0.75,0.6,0.45,0.45,0.0,0.45,0.15,0.0,4.068,1.257,1.997,1.11,0.887,0.961,2.144,3.18,3.032,5.266,5.343,5.044,0
Positive_1133,3.448,6.034,0.862,4.31,8.621,6.034,1.724,6.897,5.172,6.897,1.386,2.425,0.346,1.732,3.465,0.693,0.198,0.31,0.224,0.267,0.259,0.784,0.103,0.353,0.31,0.422,0.379,0.198,0.31,0.371,0.139,0.296,0.191,0.209,0.27,0.035,0.139,0.243,0.139,0.235,1.724,7.759,2.586,13.793,81.034,3.448,1.724,25.862,81.034,0.862,13.793,55.172,67.241,1.724,13.793,1.724,13.793,13.793,81.034,1.724,2.61,0.0,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,2.61,0.0,0.0,2.61,0.0,0.0,0.0,0.0,2.61,2.842,1.894,3.315,0.474,4.737,3.315,0.947,3.789,2.842,4.11,4.489,4.533,1
Negative_1029,4.396,7.692,3.297,5.495,6.593,4.396,0.0,3.297,7.692,8.791,5.166,9.039,3.874,6.457,7.747,0.0,0.143,0.286,0.275,0.264,0.308,0.813,0.132,0.341,0.33,0.451,0.407,0.143,0.286,0.385,0.122,0.211,0.233,0.178,0.167,0.0,0.222,0.167,0.111,0.144,3.297,2.198,3.297,2.198,96.703,4.396,12.088,15.385,96.703,1.099,2.198,67.033,87.912,3.297,2.198,3.297,2.198,2.198,96.703,3.297,0.0,0.0,1.11,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.643,2.572,4.5,1.929,3.857,2.572,0.0,1.929,4.5,3.961,4.315,4.452,0
Negative_195,3.39,4.237,3.39,2.542,12.712,3.39,7.627,5.085,7.627,5.085,1.582,1.978,1.582,1.186,5.933,2.373,0.246,0.203,0.263,0.407,0.254,0.847,0.068,0.288,0.212,0.364,0.39,0.246,0.203,0.347,0.179,0.179,0.299,0.256,0.256,0.017,0.103,0.154,0.137,0.137,2.542,1.695,3.39,1.695,100.0,3.39,2.542,5.932,100.0,0.847,1.695,72.881,97.458,4.237,1.695,2.542,1.695,1.695,100.0,4.237,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.85,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.85,0.0,2.753,1.836,2.294,1.836,6.883,1.836,4.13,2.753,4.13,4.15,4.443,4.51,0
Negative_243,2.299,3.448,1.149,6.897,5.747,9.195,5.747,11.494,2.299,4.598,1.209,1.813,0.604,3.627,3.022,0.604,0.276,0.333,0.253,0.253,0.31,0.747,0.103,0.368,0.356,0.414,0.31,0.276,0.333,0.402,0.256,0.302,0.198,0.186,0.244,0.0,0.186,0.256,0.186,0.221,9.195,2.299,3.448,2.299,95.402,11.494,2.299,8.046,51.724,1.149,4.598,72.414,91.954,5.747,2.299,5.747,2.299,2.299,95.402,5.747,0.0,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,1.16,1.16,3.49,0.0,0.0,0.0,0.0,0.0,2.916,1.166,1.749,0.583,2.916,4.665,2.916,5.832,1.166,5.528,5.191,4.483,0
Negative_156,3.55,0.592,2.367,2.959,5.325,3.55,3.55,5.325,8.284,5.917,2.226,0.371,1.484,1.856,3.34,1.484,0.266,0.172,0.302,0.26,0.26,0.882,0.036,0.343,0.219,0.373,0.361,0.266,0.172,0.414,0.22,0.179,0.333,0.232,0.256,0.012,0.048,0.185,0.185,0.131,1.183,2.367,1.183,4.142,88.757,5.325,5.917,4.142,85.207,0.592,21.302,57.396,81.657,1.183,4.142,1.183,2.367,4.142,88.757,1.183,0.0,0.6,0.0,0.0,1.19,0.0,0.0,0.6,0.0,0.0,0.0,1.19,1.19,0.0,0.6,0.6,0.6,0.0,0.6,0.6,0.0,0.6,0.0,0.0,0.0,1.19,0.0,0.0,2.554,1.916,0.319,1.277,2.873,1.916,1.916,2.873,4.47,4.716,4.851,4.843,0
Negative_1201,3.729,4.068,5.085,2.373,3.39,1.017,2.712,8.136,11.186,6.102,2.324,2.535,3.169,1.479,2.113,1.902,0.186,0.244,0.312,0.261,0.363,0.864,0.064,0.431,0.261,0.522,0.292,0.186,0.244,0.478,0.19,0.214,0.252,0.167,0.252,0.014,0.116,0.139,0.126,0.119,1.017,3.051,0.678,1.695,97.627,0.678,1.017,1.695,97.627,0.339,12.203,50.169,96.949,1.017,1.695,1.017,3.051,1.695,97.627,1.017,0.68,0.34,0.0,0.34,0.68,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.34,0.0,0.34,0.0,1.02,1.02,0.34,0.34,0.34,0.0,0.0,3.39,2.071,2.26,2.825,1.883,0.565,1.506,4.519,6.214,4.48,4.536,4.5,0
Positive_1197,3.766,5.858,3.766,7.113,5.439,5.439,4.184,3.766,3.766,6.276,3.941,6.131,3.941,7.444,5.692,5.255,0.289,0.318,0.209,0.301,0.264,0.736,0.13,0.268,0.347,0.364,0.347,0.289,0.318,0.347,0.265,0.303,0.235,0.218,0.214,0.038,0.193,0.227,0.218,0.185,1.674,0.837,1.255,3.347,100.0,2.51,0.837,3.347,96.653,0.418,4.184,79.916,100.0,0.837,2.092,0.837,1.255,3.347,100.0,0.837,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.84,0.42,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.42,0.84,0.0,0.0,0.42,0.42,0.0,0.42,0.0,0.0,0.42,0.42,3.712,1.758,2.735,1.758,2.539,2.539,1.953,1.758,1.758,5.01,5.486,5.425,1
Negative_117,3.18,4.293,2.862,4.134,3.657,2.067,3.339,10.016,6.677,5.087,3.37,4.55,3.033,4.382,3.876,3.707,0.234,0.227,0.299,0.264,0.32,0.835,0.084,0.377,0.264,0.448,0.318,0.234,0.227,0.448,0.218,0.225,0.283,0.226,0.269,0.011,0.139,0.207,0.166,0.158,0.795,0.318,0.795,0.477,99.364,0.636,0.318,0.477,99.364,0.159,2.862,73.291,98.251,0.318,0.477,0.318,1.272,0.477,99.364,0.318,0.96,0.48,0.32,0.16,0.16,0.16,0.0,0.16,0.16,0.16,0.16,0.64,1.11,0.0,0.16,0.16,0.16,0.16,0.32,1.75,0.64,1.11,1.27,0.64,0.16,0.8,0.32,0.16,3.087,1.625,2.194,1.462,1.869,1.056,1.706,5.118,3.412,4.921,4.979,4.913,0
Positive_604,4.938,5.137,1.895,6.983,7.182,6.584,7.082,3.691,7.93,6.683,2.319,2.413,0.89,3.28,3.373,1.406,0.267,0.307,0.241,0.322,0.27,0.771,0.121,0.275,0.316,0.346,0.387,0.267,0.307,0.315,0.229,0.256,0.21,0.245,0.214,0.025,0.175,0.229,0.203,0.208,0.1,0.15,0.1,0.15,100.0,0.249,0.2,0.748,100.0,0.05,0.599,77.506,99.85,0.1,0.15,0.1,0.15,0.15,100.0,0.1,0.1,0.15,0.45,0.35,0.45,0.0,0.2,0.4,0.2,0.45,0.4,0.1,0.35,0.45,0.45,0.35,0.35,0.4,0.5,0.2,0.15,0.15,0.4,0.35,0.05,0.2,0.4,0.35,2.215,2.61,2.715,1.002,3.796,3.48,3.744,1.951,4.192,4.765,4.919,4.72,1
Negative_1207,1.515,3.463,1.732,3.463,4.762,2.165,2.814,6.277,7.359,8.658,0.897,2.051,1.026,2.051,2.82,1.667,0.24,0.221,0.294,0.299,0.242,0.833,0.069,0.368,0.258,0.42,0.34,0.24,0.221,0.433,0.2,0.193,0.278,0.273,0.249,0.022,0.104,0.163,0.165,0.13,0.433,0.649,0.649,1.948,99.784,0.649,0.433,2.381,96.97,0.216,1.948,65.801,99.784,0.433,1.948,0.433,0.649,1.948,99.784,0.433,0.43,0.43,0.43,0.22,0.65,0.0,0.22,0.65,0.0,0.0,0.0,0.22,1.08,0.43,0.0,0.22,0.0,0.0,0.22,0.0,0.87,0.65,0.22,0.65,0.22,0.87,0.0,0.22,3.922,0.784,1.793,0.897,2.465,1.121,1.457,3.249,3.81,4.576,4.799,5.065,0
Positive_539,5.353,5.782,0.642,4.711,5.353,4.711,7.923,6.638,7.066,4.069,5.641,6.093,0.677,4.964,5.641,5.415,0.285,0.313,0.278,0.3,0.319,0.797,0.105,0.323,0.334,0.388,0.328,0.285,0.313,0.396,0.217,0.249,0.221,0.249,0.212,0.032,0.161,0.24,0.172,0.182,0.642,0.857,0.428,1.071,99.572,0.428,0.642,1.071,99.572,0.214,5.782,71.52,95.503,0.642,1.071,0.642,0.857,1.071,99.572,0.642,0.0,0.0,0.86,0.0,0.0,0.0,0.21,0.43,0.43,0.21,0.21,0.0,0.86,0.64,0.43,0.0,0.21,1.07,0.21,0.0,0.43,1.07,0.0,1.07,0.0,0.43,0.0,0.21,2.593,2.701,2.918,0.324,2.701,2.377,3.998,3.35,3.566,4.882,5.013,5.061,1
Positive_225,4.52,4.802,0.847,5.65,4.52,7.345,4.237,3.955,6.215,4.237,4.816,5.117,0.903,6.02,4.816,3.311,0.263,0.314,0.26,0.251,0.257,0.78,0.105,0.305,0.339,0.362,0.376,0.263,0.314,0.362,0.232,0.283,0.252,0.261,0.258,0.014,0.161,0.227,0.198,0.178,3.39,0.565,0.565,1.13,99.718,0.847,1.13,1.695,99.718,0.282,11.582,76.836,97.175,3.39,1.13,3.39,0.565,1.13,99.718,3.39,0.0,0.0,0.28,0.0,0.28,0.0,0.28,0.0,0.0,0.0,0.57,0.0,0.57,0.0,0.57,0.0,0.85,0.0,0.28,0.0,0.57,0.0,0.0,0.0,0.0,0.57,0.0,0.28,2.171,2.316,2.46,0.434,2.316,3.763,2.171,2.026,3.184,4.978,4.757,5.016,1
Negative_270,4.348,4.969,3.416,5.901,5.59,4.037,7.453,6.211,7.764,5.28,5.473,6.254,4.3,7.427,7.036,3.518,0.248,0.289,0.261,0.292,0.311,0.798,0.109,0.304,0.32,0.388,0.363,0.248,0.289,0.363,0.237,0.296,0.237,0.212,0.231,0.016,0.196,0.28,0.184,0.221,0.621,0.932,1.553,1.242,98.137,1.553,0.621,1.863,92.857,0.311,6.832,75.155,98.137,0.621,1.242,0.621,1.242,1.242,98.137,0.621,0.0,0.31,0.0,0.0,0.62,0.31,0.0,0.0,0.62,0.0,0.62,0.31,0.31,0.0,0.0,0.31,0.62,0.31,0.31,0.31,0.0,0.31,0.0,0.93,0.0,0.31,0.31,0.0,2.707,2.229,2.547,1.751,2.866,2.07,3.821,3.184,3.98,4.935,4.883,5.009,0
Positive_1150,4.667,5.778,1.778,8.222,4.222,3.556,4.889,4.444,7.111,6.889,5.212,6.452,1.985,9.181,4.715,4.219,0.247,0.318,0.28,0.284,0.296,0.776,0.14,0.318,0.342,0.393,0.36,0.247,0.318,0.38,0.207,0.272,0.232,0.241,0.227,0.013,0.214,0.265,0.174,0.212,2.0,0.667,0.889,0.444,100.0,0.889,2.222,0.444,100.0,0.222,0.667,90.444,98.889,2.0,0.444,2.0,0.667,0.444,100.0,1.333,0.22,0.22,0.45,0.0,0.22,0.0,0.22,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.22,0.22,0.0,0.0,0.89,0.67,0.22,0.45,0.0,0.22,0.0,0.67,2.513,2.399,2.97,0.914,2.17,1.828,2.513,2.284,3.655,4.883,5.104,4.896,1
Negative_691,5.696,1.899,5.063,6.962,7.595,7.595,1.899,4.43,5.696,5.696,3.292,1.098,2.927,4.024,4.39,1.829,0.259,0.354,0.234,0.31,0.234,0.766,0.089,0.247,0.38,0.316,0.424,0.259,0.354,0.304,0.261,0.223,0.217,0.21,0.185,0.032,0.121,0.191,0.204,0.166,3.797,1.266,3.797,1.266,96.203,4.43,1.266,1.899,96.203,0.633,6.329,77.215,90.506,3.797,1.266,3.797,1.266,1.266,96.203,3.797,0.0,0.0,0.0,0.64,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.0,0.64,0.0,3.587,2.935,0.978,2.609,3.913,3.913,0.978,2.283,2.935,4.277,4.91,4.671,0
Negative_161,3.546,4.965,1.418,6.383,1.418,4.255,4.965,6.383,11.348,3.546,1.828,2.56,0.731,3.291,0.731,0.731,0.227,0.312,0.298,0.17,0.319,0.787,0.113,0.376,0.34,0.44,0.333,0.227,0.312,0.418,0.171,0.2,0.243,0.157,0.336,0.036,0.164,0.179,0.107,0.15,1.418,2.837,1.418,2.837,100.0,2.128,1.418,3.546,92.908,0.709,23.404,70.213,91.489,1.418,2.837,1.418,2.837,2.837,100.0,1.418,1.43,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,1.43,0.71,0.71,0.0,0.0,0.0,2.14,0.0,0.0,3.092,1.932,2.706,0.773,0.773,2.319,2.706,3.478,6.184,4.248,4.21,4.605,0
Positive_1058,5.192,3.612,2.709,3.386,7.675,5.192,4.289,6.095,7.449,8.126,2.252,1.567,1.175,1.469,3.33,1.665,0.28,0.26,0.305,0.348,0.251,0.813,0.07,0.293,0.291,0.357,0.363,0.28,0.26,0.363,0.242,0.21,0.267,0.249,0.183,0.023,0.104,0.201,0.192,0.161,0.451,0.677,0.903,0.451,99.097,1.806,0.451,3.386,99.097,0.226,0.451,65.688,97.517,0.677,0.451,0.451,0.903,0.451,99.097,0.677,0.23,0.45,0.23,0.0,0.0,0.0,0.23,0.68,0.23,0.23,0.23,0.45,0.45,0.23,0.23,0.9,0.23,0.0,0.23,0.45,0.0,0.0,0.68,0.45,0.23,0.68,0.45,0.0,3.513,2.786,1.938,1.454,4.119,2.786,2.302,3.271,3.997,4.494,4.379,4.682,1
Negative_109,6.114,3.93,6.114,2.62,4.803,3.493,3.493,6.114,4.803,3.93,5.179,3.329,5.179,2.219,4.069,1.11,0.175,0.258,0.249,0.288,0.297,0.869,0.066,0.349,0.284,0.45,0.376,0.175,0.258,0.389,0.127,0.25,0.294,0.211,0.206,0.009,0.114,0.189,0.092,0.167,0.873,1.31,0.873,2.183,99.127,4.367,1.31,11.79,99.127,0.437,2.183,70.306,80.786,0.873,1.747,0.873,3.93,2.183,99.127,0.873,0.44,0.0,0.0,0.0,0.44,0.44,0.44,0.0,0.88,0.0,0.0,0.44,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.44,0.0,0.44,0.0,1.738,3.476,2.234,3.476,2.73,1.986,1.986,3.476,2.73,4.269,4.428,4.568,0
